
Age,Age_Group,Gender,Region,Household_Type,Occupation,IPTV_Provider,Subscription_Type,Digital_Literacy,OTT_Viewing_Ratio
54,45-54,Male,Other Urban,Two-Person,Professional/Managerial,Other,Individual,High,0.7
44,35-44,Female,Other Urban,Three-Person,Service Industry,SKB,Family,Medium,0.62
64,55-64,Female,Seoul,Three-Person,Retired/Unemployed,SKB,Triple-Play,Medium,0.9
47,45-54,Male,Other Urban,Three-Person,Homemaker,KT,Triple-Play,Low,0.24
74,65+,Male,Other Urban,Single,Retired/Unemployed,SKB,Triple-Play,Low,0.19
50,45-54,Male,Other Urban,Single,Professional/Managerial,SKB,Individual,Medium,0.24
55,55-64,Female,Other Urban,Single,Office Worker,Other,Individual,Low,0.32
49,45-54,Male,Other Urban,Four-or-More,Office Worker,LG U+,Family,Medium,0.63
44,35-44,Male,Other Urban,Two-Person,Office Worker,LG U+,Individual,High,0.43
70,65+,Female,Rural Areas,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.29
52,45-54,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.84
53,45-54,Male,Other Urban,Four-or-More,Professional/Managerial,KT,Family,High,0.71
27,25-34,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.66
46,45-54,Male,Other Urban,Single,Office Worker,KT,Individual,High,0.9
48,45-54,Male,Other Urban,Four-or-More,Service Industry,SKB,Triple-Play,Low,0.25
20,18-24,Male,Seoul,Four-or-More,Student,KT,Triple-Play,High,0.87
12,5-12,Male,Seoul,Two-Person,Student,LG U+,Triple-Play,Low,0.3
52,45-54,Female,Rural Areas,Four-or-More,Service Industry,SKB,Triple-Play,Medium,0.24
57,55-64,Female,Other Urban,Single,Service Industry,SKB,Triple-Play,Medium,0.91
48,45-54,Male,Rural Areas,Single,Homemaker,KT,Individual,Low,0.23
27,25-34,Male,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,Medium,0.4
64,55-64,Male,Other Urban,Three-Person,Homemaker,SKB,Triple-Play,Low,0.26
6,5-12,Male,Other Urban,Three-Person,Student,Other,Family,Low,0.22
38,35-44,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.9
23,18-24,Female,Other Urban,Single,Student,Other,Individual,High,0.83
20,18-24,Male,Other Urban,Single,Student,SKB,Individual,High,0.73
23,18-24,Female,Seoul,Four-or-More,Student,KT,Family,High,0.76
39,35-44,Female,Other Urban,Single,Office Worker,LG U+,Triple-Play,Medium,0.77
7,5-12,Female,Other Urban,Three-Person,Student,SKB,Triple-Play,Low,0.32
36,35-44,Male,Other Urban,Three-Person,Office Worker,KT,Triple-Play,High,0.84
53,45-54,Male,Rural Areas,Three-Person,Office Worker,LG U+,Triple-Play,High,0.67
35,35-44,Female,Other Urban,Four-or-More,Office Worker,SKB,Family,Medium,0.51
43,35-44,Female,Rural Areas,Two-Person,Office Worker,LG U+,Individual,High,0.86
81,65+,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Medium,0.57
24,18-24,Male,Seoul,Single,Student,SKB,Triple-Play,High,0.71
51,45-54,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Individual,High,0.9
10,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.44
11,5-12,Male,Rural Areas,Single,Student,SKB,Individual,Low,0.31
47,45-54,Female,Seoul,Four-or-More,Homemaker,KT,Triple-Play,Low,0.33
47,45-54,Female,Rural Areas,Three-Person,Professional/Managerial,KT,Triple-Play,High,0.9
65,65+,Female,Rural Areas,Single,Retired/Unemployed,KT,Individual,Low,0.09
48,45-54,Male,Seoul,Single,Office Worker,KT,Triple-Play,Medium,0.33
82,65+,Female,Seoul,Single,Homemaker,SKB,Individual,Medium,0.4
6,5-12,Male,Other Urban,Two-Person,Student,SKB,Triple-Play,Low,0.28
15,13-17,Female,Other Urban,Three-Person,Student,LG U+,Triple-Play,High,0.78
11,5-12,Female,Other Urban,Two-Person,Student,KT,Individual,Low,0.17
24,18-24,Female,Other Urban,Single,Homemaker,SKB,Individual,Low,0.21
53,45-54,Female,Other Urban,Single,Office Worker,LG U+,Triple-Play,High,0.78
50,45-54,Female,Other Urban,Single,Service Industry,Other,Individual,Medium,0.77
5,5-12,Male,Other Urban,Three-Person,Student,Other,Family,Low,0.83
72,65+,Female,Rural Areas,Single,Retired/Unemployed,SKB,Individual,Low,0.16
65,65+,Male,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Low,0.18
27,25-34,Female,Other Urban,Single,Office Worker,SKB,Individual,High,0.62
7,5-12,Male,Other Urban,Two-Person,Student,SKB,Triple-Play,Low,0.42
22,18-24,Male,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,High,0.59
13,13-17,Male,Other Urban,Four-or-More,Student,SKB,Triple-Play,Medium,0.41
13,13-17,Female,Rural Areas,Three-Person,Student,KT,Triple-Play,High,0.71
47,45-54,Female,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.58
29,25-34,Male,Rural Areas,Single,Professional/Managerial,Other,Individual,Medium,0.35
44,35-44,Female,Other Urban,Single,Service Industry,KT,Individual,Low,0.7
88,65+,Male,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.71
55,55-64,Female,Rural Areas,Single,Professional/Managerial,SKB,Individual,Medium,0.36
88,65+,Male,Other Urban,Two-Person,Retired/Unemployed,KT,Family,Medium,0.27
24,18-24,Female,Rural Areas,Single,Student,SKB,Individual,High,0.75
35,35-44,Male,Other Urban,Single,Office Worker,Other,Triple-Play,Medium,0.86
54,45-54,Male,Other Urban,Single,Office Worker,KT,Triple-Play,Medium,0.56
8,5-12,Female,Seoul,Three-Person,Student,LG U+,Triple-Play,Low,0.45
1,0-4,Female,Rural Areas,Single,Student,KT,Individual,Low,0.36
60,55-64,Female,Other Urban,Single,Office Worker,LG U+,Individual,Low,0.24
45,45-54,Male,Seoul,Single,Service Industry,LG U+,Individual,Medium,0.46
36,35-44,Female,Other Urban,Three-Person,Professional/Managerial,LG U+,Family,High,0.8
49,45-54,Female,Other Urban,Three-Person,Service Industry,Other,Family,Medium,0.44
36,35-44,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.56
1,0-4,Female,Other Urban,Three-Person,Student,SKB,Family,Low,0.43
25,25-34,Female,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,High,0.78
23,18-24,Female,Seoul,Three-Person,Student,SKB,Triple-Play,High,0.8
17,13-17,Male,Other Urban,Three-Person,Student,LG U+,Family,High,0.88
88,65+,Male,Rural Areas,Three-Person,Retired/Unemployed,KT,Triple-Play,Low,0.55
50,45-54,Female,Other Urban,Three-Person,Professional/Managerial,LG U+,Family,Medium,0.75
57,55-64,Male,Other Urban,Single,Office Worker,LG U+,Individual,Low,0.2
25,25-34,Female,Other Urban,Two-Person,Service Industry,KT,Family,Medium,0.32
36,35-44,Female,Other Urban,Single,Homemaker,SKB,Triple-Play,Low,0.13
29,25-34,Male,Other Urban,Four-or-More,Student,KT,Family,High,0.67
17,13-17,Female,Rural Areas,Single,Student,LG U+,Triple-Play,High,0.57
19,18-24,Male,Other Urban,Two-Person,Student,KT,Family,High,0.49
59,55-64,Male,Other Urban,Single,Homemaker,KT,Triple-Play,Low,0.46
64,55-64,Male,Other Urban,Single,Homemaker,KT,Individual,Low,0.53
45,45-54,Female,Rural Areas,Two-Person,Professional/Managerial,KT,Triple-Play,Medium,0.65
35,35-44,Female,Other Urban,Two-Person,Service Industry,SKB,Triple-Play,Low,0.17
89,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.13
6,5-12,Female,Rural Areas,Single,Student,SKB,Triple-Play,Low,0.28
31,25-34,Male,Rural Areas,Three-Person,Office Worker,KT,Family,Medium,0.21
44,35-44,Female,Other Urban,Single,Service Industry,KT,Individual,Low,0.27
58,55-64,Female,Other Urban,Two-Person,Office Worker,KT,Triple-Play,Low,0.14
71,65+,Female,Other Urban,Two-Person,Homemaker,SKB,Family,Low,0.18
32,25-34,Male,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,High,0.66
80,65+,Male,Rural Areas,Single,Homemaker,LG U+,Individual,Medium,0.43
69,65+,Female,Other Urban,Three-Person,Homemaker,KT,Family,Medium,0.76
25,25-34,Male,Other Urban,Single,Professional/Managerial,LG U+,Individual,High,0.92
38,35-44,Female,Rural Areas,Single,Office Worker,SKB,Individual,High,0.66
44,35-44,Female,Other Urban,Two-Person,Service Industry,KT,Family,Medium,0.44
80,65+,Male,Other Urban,Single,Retired/Unemployed,Other,Individual,Low,0.19
20,18-24,Male,Other Urban,Single,Service Industry,KT,Individual,Low,0.52
64,55-64,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Triple-Play,Medium,0.45
29,25-34,Female,Rural Areas,Four-or-More,Professional/Managerial,Other,Family,High,0.53
64,55-64,Male,Other Urban,Two-Person,Office Worker,KT,Triple-Play,Low,0.05
44,35-44,Male,Rural Areas,Single,Service Industry,KT,Individual,Medium,0.59
50,45-54,Male,Rural Areas,Single,Student,SKB,Triple-Play,High,0.44
66,65+,Female,Rural Areas,Two-Person,Retired/Unemployed,KT,Family,Low,0.47
61,55-64,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Medium,0.38
77,65+,Female,Other Urban,Single,Homemaker,LG U+,Individual,Low,0.21
7,5-12,Male,Other Urban,Three-Person,Student,SKB,Family,Low,0.28
55,55-64,Female,Other Urban,Single,Retired/Unemployed,LG U+,Triple-Play,Medium,0.78
19,18-24,Female,Other Urban,Single,Student,LG U+,Triple-Play,High,0.73
37,35-44,Female,Seoul,Single,Service Industry,LG U+,Individual,Low,0.54
53,45-54,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.36
44,35-44,Male,Other Urban,Single,Office Worker,Other,Individual,Medium,0.54
50,45-54,Female,Rural Areas,Single,Retired/Unemployed,SKB,Triple-Play,Low,0.36
70,65+,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.58
16,13-17,Male,Other Urban,Four-or-More,Student,SKB,Family,High,0.73
62,55-64,Female,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.36
39,35-44,Male,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Low,0.17
13,13-17,Male,Other Urban,Three-Person,Student,LG U+,Family,High,0.85
22,18-24,Female,Seoul,Single,Professional/Managerial,SKB,Individual,High,0.67
85,65+,Female,Rural Areas,Two-Person,Professional/Managerial,Other,Family,Low,0.03
69,65+,Female,Other Urban,Two-Person,Retired/Unemployed,LG U+,Individual,Low,0.28
68,65+,Female,Rural Areas,Two-Person,Homemaker,LG U+,Family,Low,0.15
86,65+,Female,Rural Areas,Single,Homemaker,Other,Individual,Medium,0.25
19,18-24,Male,Other Urban,Four-or-More,Office Worker,Other,Triple-Play,High,0.91
37,35-44,Male,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,Medium,0.26
55,55-64,Female,Other Urban,Four-or-More,Retired/Unemployed,Other,Triple-Play,Low,0.09
36,35-44,Male,Rural Areas,Three-Person,Service Industry,KT,Family,Medium,0.22
36,35-44,Male,Rural Areas,Four-or-More,Professional/Managerial,LG U+,Family,High,0.77
42,35-44,Male,Seoul,Two-Person,Professional/Managerial,KT,Family,High,0.68
52,45-54,Female,Other Urban,Single,Professional/Managerial,SKB,Individual,Medium,0.54
46,45-54,Male,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.73
22,18-24,Male,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,High,0.46
40,35-44,Male,Rural Areas,Four-or-More,Office Worker,SKB,Triple-Play,Medium,0.77
49,45-54,Female,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.92
47,45-54,Female,Other Urban,Two-Person,Office Worker,Other,Triple-Play,High,0.78
29,25-34,Male,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.22
59,55-64,Female,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.14
4,0-4,Male,Other Urban,Single,Student,SKB,Individual,Low,0.24
37,35-44,Male,Other Urban,Three-Person,Office Worker,SKB,Family,Medium,0.45
57,55-64,Female,Other Urban,Two-Person,Office Worker,SKB,Triple-Play,Medium,0.77
48,45-54,Male,Seoul,Single,Professional/Managerial,KT,Triple-Play,Medium,0.42
31,25-34,Female,Other Urban,Four-or-More,Service Industry,SKB,Family,Medium,0.32
56,55-64,Female,Other Urban,Two-Person,Retired/Unemployed,Other,Family,Low,0.44
54,45-54,Male,Other Urban,Three-Person,Office Worker,Other,Triple-Play,High,0.84
58,55-64,Male,Other Urban,Four-or-More,Professional/Managerial,LG U+,Triple-Play,Medium,0.47
58,55-64,Female,Other Urban,Single,Professional/Managerial,LG U+,Individual,Low,0.23
45,45-54,Male,Rural Areas,Four-or-More,Retired/Unemployed,KT,Family,Medium,0.21
44,35-44,Female,Rural Areas,Three-Person,Office Worker,SKB,Triple-Play,Medium,0.35
13,13-17,Female,Seoul,Four-or-More,Student,LG U+,Triple-Play,Medium,0.34
32,25-34,Female,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.57
41,35-44,Female,Other Urban,Single,Student,KT,Triple-Play,High,0.54
53,45-54,Male,Rural Areas,Three-Person,Office Worker,SKB,Triple-Play,Medium,0.54
52,45-54,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Triple-Play,High,0.81
29,25-34,Male,Seoul,Two-Person,Service Industry,KT,Individual,Medium,0.12
2,0-4,Male,Seoul,Two-Person,Student,KT,Triple-Play,Low,0.52
54,45-54,Female,Other Urban,Two-Person,Service Industry,Other,Family,Medium,0.21
27,25-34,Female,Other Urban,Three-Person,Office Worker,KT,Family,High,0.57
64,55-64,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.39
3,0-4,Male,Seoul,Three-Person,Student,SKB,Family,Low,0.26
48,45-54,Male,Other Urban,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.43
69,65+,Female,Rural Areas,Three-Person,Homemaker,LG U+,Family,Medium,0.43
18,18-24,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.65
41,35-44,Female,Other Urban,Four-or-More,Homemaker,KT,Family,Medium,0.4
8,5-12,Female,Rural Areas,Two-Person,Student,SKB,Triple-Play,Low,0.16
50,45-54,Female,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.28
54,45-54,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Family,High,0.83
41,35-44,Female,Rural Areas,Two-Person,Service Industry,SKB,Family,Medium,0.06
54,45-54,Male,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.65
73,65+,Male,Other Urban,Single,Professional/Managerial,KT,Triple-Play,Low,0.19
21,18-24,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.67
1,0-4,Male,Seoul,Two-Person,Student,KT,Family,Low,0.02
83,65+,Female,Other Urban,Single,Retired/Unemployed,LG U+,Triple-Play,Low,0.19
52,45-54,Male,Other Urban,Single,Office Worker,Other,Triple-Play,High,0.18
81,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.16
53,45-54,Male,Rural Areas,Single,Office Worker,KT,Individual,High,0.78
55,55-64,Male,Rural Areas,Four-or-More,Retired/Unemployed,Other,Triple-Play,Low,0.62
36,35-44,Female,Other Urban,Three-Person,Student,LG U+,Family,High,0.63
62,55-64,Male,Other Urban,Four-or-More,Professional/Managerial,Other,Triple-Play,Low,0.15
73,65+,Male,Other Urban,Three-Person,Service Industry,KT,Family,Low,0.09
51,45-54,Male,Seoul,Four-or-More,Professional/Managerial,SKB,Family,High,0.63
20,18-24,Male,Other Urban,Two-Person,Student,Other,Family,High,0.89
31,25-34,Male,Seoul,Two-Person,Professional/Managerial,SKB,Family,Medium,0.47
23,18-24,Male,Seoul,Two-Person,Student,LG U+,Individual,High,0.85
26,25-34,Female,Other Urban,Single,Office Worker,LG U+,Triple-Play,High,0.81
27,25-34,Female,Rural Areas,Three-Person,Office Worker,LG U+,Family,High,0.72
54,45-54,Male,Other Urban,Four-or-More,Office Worker,Other,Family,High,0.69
54,45-54,Male,Seoul,Three-Person,Office Worker,KT,Family,High,0.95
39,35-44,Male,Other Urban,Two-Person,Service Industry,KT,Family,Medium,0.37
54,45-54,Female,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Medium,0.4
8,5-12,Female,Rural Areas,Four-or-More,Student,LG U+,Triple-Play,Low,0.26
6,5-12,Male,Other Urban,Two-Person,Student,KT,Triple-Play,Low,0.14
21,18-24,Male,Seoul,Four-or-More,Student,KT,Triple-Play,Medium,0.41
52,45-54,Male,Rural Areas,Single,Service Industry,LG U+,Individual,Low,0.07
29,25-34,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.47
29,25-34,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.72
44,35-44,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Family,High,0.9
67,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.16
4,0-4,Male,Other Urban,Single,Student,KT,Individual,Low,0.09
52,45-54,Female,Other Urban,Single,Service Industry,SKB,Individual,Low,0.41
60,55-64,Female,Seoul,Single,Homemaker,KT,Individual,Low,0.18
56,55-64,Female,Seoul,Two-Person,Service Industry,SKB,Individual,Low,0.05
82,65+,Female,Other Urban,Single,Retired/Unemployed,SKB,Individual,Low,0.17
0,0-4,Male,Rural Areas,Two-Person,Student,KT,Family,Low,0.58
22,18-24,Female,Seoul,Single,Homemaker,SKB,Individual,Medium,0.53
71,65+,Female,Other Urban,Single,Retired/Unemployed,LG U+,Individual,Medium,0.51
44,35-44,Male,Other Urban,Three-Person,Office Worker,Other,Family,High,0.91
53,45-54,Female,Other Urban,Four-or-More,Professional/Managerial,SKB,Family,High,0.58
60,55-64,Male,Rural Areas,Two-Person,Homemaker,KT,Individual,Medium,0.76
59,55-64,Female,Other Urban,Single,Homemaker,LG U+,Triple-Play,Medium,0.51
76,65+,Male,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Triple-Play,Low,0.47
65,65+,Female,Other Urban,Two-Person,Retired/Unemployed,Other,Triple-Play,Low,0.05
60,55-64,Female,Other Urban,Three-Person,Office Worker,SKB,Family,Medium,0.39
30,25-34,Female,Seoul,Two-Person,Office Worker,KT,Triple-Play,Medium,0.57
83,65+,Female,Other Urban,Single,Retired/Unemployed,Other,Triple-Play,Low,0.39
7,5-12,Male,Rural Areas,Three-Person,Student,SKB,Family,Low,0.04
27,25-34,Female,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Low,0.25
67,65+,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.23
31,25-34,Male,Other Urban,Single,Office Worker,KT,Individual,High,0.75
34,25-34,Female,Seoul,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.45
20,18-24,Female,Seoul,Single,Office Worker,SKB,Individual,High,0.87
82,65+,Male,Other Urban,Three-Person,Homemaker,KT,Triple-Play,Medium,0.73
54,45-54,Male,Seoul,Two-Person,Professional/Managerial,LG U+,Family,Medium,0.5
64,55-64,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.12
26,25-34,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.4
57,55-64,Female,Other Urban,Three-Person,Office Worker,KT,Triple-Play,Medium,0.44
64,55-64,Female,Other Urban,Single,Office Worker,LG U+,Individual,Low,0.11
31,25-34,Male,Seoul,Two-Person,Office Worker,KT,Family,High,0.79
37,35-44,Male,Other Urban,Single,Office Worker,LG U+,Individual,Medium,0.39
31,25-34,Male,Other Urban,Four-or-More,Office Worker,KT,Family,High,0.41
89,65+,Female,Seoul,Four-or-More,Retired/Unemployed,KT,Triple-Play,Low,0.15
54,45-54,Female,Other Urban,Three-Person,Office Worker,LG U+,Family,High,0.7
76,65+,Male,Seoul,Four-or-More,Retired/Unemployed,LG U+,Family,Low,0.32
28,25-34,Female,Other Urban,Single,Homemaker,KT,Individual,Medium,0.57
61,55-64,Female,Other Urban,Four-or-More,Service Industry,Other,Family,Medium,0.69
63,55-64,Female,Seoul,Single,Retired/Unemployed,KT,Individual,Low,0.49
62,55-64,Male,Other Urban,Two-Person,Office Worker,LG U+,Family,Medium,0.52
72,65+,Female,Seoul,Single,Homemaker,LG U+,Triple-Play,Low,0.42
43,35-44,Female,Seoul,Four-or-More,Service Industry,KT,Triple-Play,Low,0.02
17,13-17,Male,Seoul,Three-Person,Student,SKB,Triple-Play,Medium,0.63
59,55-64,Male,Seoul,Two-Person,Office Worker,Other,Family,Low,0.37
57,55-64,Female,Rural Areas,Four-or-More,Service Industry,SKB,Family,Low,0.38
49,45-54,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.38
21,18-24,Female,Other Urban,Three-Person,Student,SKB,Family,High,0.62
49,45-54,Female,Other Urban,Single,Professional/Managerial,LG U+,Individual,High,0.26
28,25-34,Male,Other Urban,Four-or-More,Professional/Managerial,Other,Family,High,0.67
42,35-44,Female,Seoul,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.61
51,45-54,Female,Rural Areas,Four-or-More,Office Worker,LG U+,Triple-Play,High,0.76
60,55-64,Male,Seoul,Single,Office Worker,KT,Triple-Play,Medium,0.51
29,25-34,Male,Rural Areas,Single,Student,LG U+,Individual,Medium,0.42
39,35-44,Male,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.35
34,25-34,Female,Other Urban,Single,Office Worker,LG U+,Triple-Play,High,0.7
19,18-24,Female,Other Urban,Single,Student,KT,Individual,High,0.86
58,55-64,Female,Rural Areas,Two-Person,Office Worker,SKB,Family,Low,0.2
72,65+,Female,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.36
42,35-44,Female,Seoul,Four-or-More,Office Worker,LG U+,Family,High,0.87
55,55-64,Male,Other Urban,Single,Retired/Unemployed,Other,Triple-Play,Medium,0.46
82,65+,Female,Other Urban,Single,Homemaker,KT,Individual,Low,0.31
85,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Medium,0.28
18,18-24,Male,Other Urban,Two-Person,Homemaker,Other,Family,Low,0.45
90,65+,Female,Rural Areas,Two-Person,Office Worker,KT,Family,Low,0.27
41,35-44,Male,Other Urban,Two-Person,Office Worker,LG U+,Family,High,0.6
34,25-34,Female,Rural Areas,Four-or-More,Office Worker,Other,Triple-Play,High,0.87
9,5-12,Male,Other Urban,Two-Person,Student,Other,Family,Low,0.28
